GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "10003","New Castle, DE",2,CAEMP25N,90,"...","  Private nonfarm employment","Number of jobs",308261,301816,302123,308587,312065,315493,319335,319419,305775,301274,308337,309339,315757,322674,331440,334963,337536,342657
 "10003","New Castle, DE",2,CAEMP25N,100,"113-115","   Forestry, fishing, and related activities","Number of jobs",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "10003","New Castle, DE",2,CAEMP25N,200,"21","   Mining, quarrying, and oil and gas extraction","Number of jobs",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),247,261,(D),(D)
 "10003","New Castle, DE",2,CAEMP25N,300,"22","   Utilities","Number of jobs",1864,1779,1740,1723,1687,1683,1610,1679,1595,1561,1421,1486,1566,1609,1606,1618,1631,1549
 "10003","New Castle, DE",2,CAEMP25N,400,"23","   Construction","Number of jobs",20381,(D),(D),(D),22299,23472,22192,21053,17935,17297,17181,16812,17213,17522,17815,18049,18491,18861
 "10003","New Castle, DE",2,CAEMP25N,500,"31-33","   Manufacturing","Number of jobs",22321,20873,20207,19159,16996,(D),(D),15830,(D),(D),(D),(D),(D),(D),(D),(D),11854,12539
 "10003","New Castle, DE",2,CAEMP25N,600,"42","   Wholesale trade","Number of jobs",11374,11399,11786,12448,12558,12529,12347,12102,11280,10463,10527,10402,10111,10340,10099,9587,8634,8544
 "10003","New Castle, DE",2,CAEMP25N,700,"44-45","   Retail trade","Number of jobs",37259,37348,37582,37302,37985,38058,37749,36428,34430,34155,34635,34827,35266,35801,36355,36792,36693,36285
 "10003","New Castle, DE",2,CAEMP25N,800,"48-49","   Transportation and warehousing","Number of jobs",8590,8358,8308,8366,8168,8396,8655,8592,8006,7850,8142,8537,9736,10921,12948,13910,14919,15689
 "10003","New Castle, DE",2,CAEMP25N,900,"51","   Information","Number of jobs",7446,6547,6352,5989,6197,6228,6382,6483,6055,5700,5575,5442,5244,5037,4783,4772,4784,4402
 "10003","New Castle, DE",2,CAEMP25N,1000,"52","   Finance and insurance","Number of jobs",42301,42301,40144,39592,42714,41517,42520,43617,44748,43123,45399,45470,47359,47728,49572,50744,51480,51359
 "10003","New Castle, DE",2,CAEMP25N,1100,"53","   Real estate and rental and leasing","Number of jobs",10878,11024,11520,12505,13372,14059,15156,15130,14980,15278,15869,15411,15677,16228,16605,17097,17585,17968
 "10003","New Castle, DE",2,CAEMP25N,1200,"54","   Professional, scientific, and technical services","Number of jobs",30526,28522,28926,30244,28038,27844,29088,29762,28178,27867,29862,30916,31855,32110,31730,28887,29226,30402
 "10003","New Castle, DE",2,CAEMP25N,1300,"55","   Management of companies and enterprises","Number of jobs",11683,11773,11655,12858,12777,12374,11683,11351,10578,10079,8626,8143,6624,6217,5601,10071,9246,8780
 "10003","New Castle, DE",2,CAEMP25N,1400,"56","   Administrative and support and waste management and remediation services","Number of jobs",22974,19705,19853,21078,21040,21721,22369,20982,19372,19314,20072,20143,21587,22990,23886,23470,23567,24194
 "10003","New Castle, DE",2,CAEMP25N,1500,"61","   Educational services","Number of jobs",6071,6499,6602,6832,7349,7835,7794,7816,7800,7759,7599,7584,7859,8176,8065,7938,8059,8079
 "10003","New Castle, DE",2,CAEMP25N,1600,"62","   Health care and social assistance","Number of jobs",32971,33486,34698,35340,36019,37013,38630,42045,42732,43358,44253,44936,46569,48218,50029,50734,51422,52856
 "10003","New Castle, DE",2,CAEMP25N,1700,"71","   Arts, entertainment, and recreation","Number of jobs",7467,7680,7619,7586,7821,7944,7876,8123,7907,8211,8256,8011,8955,9219,9265,9095,9309,9712
 "10003","New Castle, DE",2,CAEMP25N,1800,"72","   Accommodation and food services","Number of jobs",18195,18063,18644,19179,19677,19960,20358,20431,20024,20379,21318,21583,22101,22361,23296,23722,24101,24776
 "10003","New Castle, DE",2,CAEMP25N,1900,"81","   Other services (except government and government enterprises)","Number of jobs",15577,15912,16051,16516,17078,17343,17569,17641,16689,16602,16805,16656,15397,15779,16012,16090,16148,16265
 "10003","New Castle, DE",2,CAEMP25N,2000,"...","  Government and government enterprises","Number of jobs",37555,38070,38206,37984,38063,38655,38829,39576,39469,40081,39765,40370,40583,40679,40105,40437,40570,40466
 "10003","New Castle, DE",2,CAEMP25N,2001,"...","   Federal civilian","Number of jobs",3214,3216,3165,3274,3124,3027,3179,3459,3484,3529,3297,3203,3237,3287,3366,3368,3473,3391
 "10003","New Castle, DE",2,CAEMP25N,2002,"...","   Military","Number of jobs",3391,3427,3524,3222,3009,2919,3014,3003,3030,3080,3151,3255,3308,3250,3186,3101,3092,2968
 "10003","New Castle, DE",2,CAEMP25N,2010,"...","   State and local","Number of jobs",30950,31427,31517,31488,31930,32709,32636,33114,32955,33472,33317,33912,34038,34142,33553,33968,34005,34107
